round,investment,return_pct,game_id,return,investment_bin,return_pct_bin,prev_return_pct,prev_investment,return_low,investment_low,prev_return_low,prev_investment_low,gain_t,R_t,cumPnL
8,4,0.166666667,70,2.000000004,"(2.5,7.5]","(0.125,0.325]",0,3,TRUE,TRUE,TRUE,TRUE,2.000000011999999,17.34665255574304,2.492683120601189
9,2,0.666666667,70,4.000000002,"(-1,2.5]","(0.51,0.755]",0.166666667,4,FALSE,TRUE,TRUE,TRUE,10.000000006,24.780932222490062,11.744878190420833
10,3,0,70,0,"(2.5,7.5]","(-0.1,0.125]",0.666666667,2,TRUE,TRUE,FALSE,TRUE,-3,35.40133174641438,5.221414733294581
1,12,0.333333333,71,11.999999988,"(7.5,12.5]","(0.325,0.51]",0.5,10,FALSE,FALSE,FALSE,FALSE,23.999999964000004,1.4285714285714286,23.999999964000004
2,9,0.259259259,71,6.999999993,"(7.5,12.5]","(0.125,0.325]",0.333333333,12,TRUE,TRUE,FALSE,FALSE,11.999999979000002,2.0408163265306123,28.799999953800004
3,12,0.333333333,71,11.999999988,"(7.5,12.5]","(0.325,0.51]",0.259259259,9,FALSE,FALSE,TRUE,TRUE,23.999999964000004,2.9154518950437325,44.159999931659996
4,11,0.363636364,71,12.000000012,"(7.5,12.5]","(0.325,0.51]",0.333333333,12,FALSE,FALSE,FALSE,FALSE,25.000000035999996,4.164931278633904,55.911999988162
5,9,0.333333333,71,8.999999991000001,"(7.5,12.5]","(0.325,0.51]",0.363636364,11,FALSE,TRUE,FALSE,FALSE,17.999999973,5.949901826619863,57.13839996471339
6,9,0.222222222,71,5.999999994,"(7.5,12.5]","(0.125,0.325]",0.333333333,9,TRUE,TRUE,FALSE,TRUE,8.999999982000002,8.49985975231409,48.996879957299385
7,12,0.388888889,71,14.000000004,"(7.5,12.5]","(0.325,0.51]",0.222222222,9,FALSE,FALSE,TRUE,TRUE,30.000000012,12.14265678902013,64.29781598210957
8,9,0.259259259,71,6.999999993,"(7.5,12.5]","(0.125,0.325]",0.388888889,12,TRUE,TRUE,FALSE,FALSE,11.999999979000002,17.34665255574304,57.00847116647669
9,13,0.333333333,71,12.999999987,"(12.5,17.5]","(0.325,0.51]",0.259259259,9,FALSE,FALSE,TRUE,TRUE,25.999999961,24.780932222490062,65.90592977753369
10,11,0.333333333,71,10.999999989,"(7.5,12.5]","(0.325,0.51]",0.333333333,13,FALSE,FALSE,FALSE,FALSE,21.999999967,35.40133174641438,68.13415081127357
1,10,0.5,72,15,"(7.5,12.5]","(0.325,0.51]",0.5,10,FALSE,FALSE,FALSE,FALSE,35,1.4285714285714286,35
2,14,0.380952381,72,16.000000002,"(12.5,17.5]","(0.325,0.51]",0.5,10,FALSE,FALSE,FALSE,FALSE,34.000000006,2.0408163265306123,58.50000000599999
3,10,0.4,72,12.000000000000002,"(7.5,12.5]","(0.325,0.51]",0.380952381,14,FALSE,FALSE,FALSE,FALSE,26.000000000000007,2.9154518950437325,66.95000000419999
4,11,0.303030303,72,9.999999999,"(7.5,12.5]","(0.125,0.325]",0.4,10,TRUE,FALSE,FALSE,FALSE,18.999999997,4.164931278633904,65.86499999994001
5,9,0.296296296,72,7.999999992000001,"(7.5,12.5]","(0.125,0.325]",0.303030303,11,TRUE,TRUE,TRUE,FALSE,14.999999976000005,5.949901826619863,61.105499975958004
6,9,0.333333333,72,8.999999991000001,"(7.5,12.5]","(0.325,0.51]",0.296296296,9,FALSE,TRUE,TRUE,TRUE,17.999999973,8.49985975231409,60.7738499561706
7,10,0.2,72,6.000000000000001,"(7.5,12.5]","(0.125,0.325]",0.333333333,9,TRUE,FALSE,FALSE,TRUE,8.000000000000004,12.14265678902013,50.541694969319416
8,9,0.333333333,72,8.999999991000001,"(7.5,12.5]","(0.325,0.51]",0.2,10,FALSE,TRUE,TRUE,FALSE,17.999999973,17.34665255574304,53.379186451523594
9,9,0.222222222,72,5.999999994,"(7.5,12.5]","(0.125,0.325]",0.333333333,9,TRUE,TRUE,FALSE,TRUE,8.999999982000002,24.780932222490062,46.36543049806652
10,10,0.233333333,72,6.99999999,"(7.5,12.5]","(0.125,0.325]",0.222222222,9,TRUE,FALSE,TRUE,TRUE,10.999999970000001,35.40133174641438,43.45580131864656
1,3,0.111111111,73,0.999999999,"(2.5,7.5]","(-0.1,0.125]",0.5,10,TRUE,TRUE,FALSE,FALSE,-2.999999804131903e-9,1.4285714285714286,-2.999999804131903e-9
2,2,0,73,0,"(-1,2.5]","(-0.1,0.125]",0.111111111,3,TRUE,TRUE,TRUE,TRUE,-2,2.0408163265306123,-2.0000000020999997
3,0,0,73,0,"(-1,2.5]","(-0.1,0.125]",0,2,TRUE,TRUE,TRUE,TRUE,0,2.9154518950437325,-1.4000000014699996
4,3,0.111111111,73,0.999999999,"(2.5,7.5]","(-0.1,0.125]",0,0,TRUE,TRUE,TRUE,TRUE,-2.999999804131903e-9,4.164931278633904,-0.9800000040289994
5,3,0.222222222,73,1.999999998,"(2.5,7.5]","(0.125,0.325]",0.111111111,3,TRUE,TRUE,TRUE,TRUE,2.9999999940000004,5.949901826619863,2.313999991179701
6,4,0.166666667,73,2.000000004,"(2.5,7.5]","(0.125,0.325]",0.222222222,3,TRUE,TRUE,TRUE,TRUE,2.000000011999999,8.49985975231409,3.61980000582579
7,1,0.333333333,73,0.999999999,"(-1,2.5]","(0.325,0.51]",0.166666667,4,FALSE,TRUE,TRUE,TRUE,1.9999999970000002,12.14265678902013,4.533860001078053
8,3,0.111111111,73,0.999999999,"(2.5,7.5]","(-0.1,0.125]",0.333333333,1,TRUE,TRUE,FALSE,TRUE,-2.999999804131903e-9,17.34665255574304,3.173701997754637
9,4,0.166666667,73,2.000000004,"(2.5,7.5]","(0.125,0.325]",0.111111111,3,TRUE,TRUE,TRUE,TRUE,2.000000011999999,24.780932222490062,4.221591410428245
10,4,0.083333333,73,0.9999999959999999,"(2.5,7.5]","(-0.1,0.125]",0.166666667,4,TRUE,TRUE,TRUE,TRUE,-1.000000012,35.40133174641438,1.9551139752997713
1,15,0.177777778,74,8.000000009999999,"(12.5,17.5]","(0.125,0.325]",0.5,10,TRUE,FALSE,FALSE,FALSE,9.000000029999995,1.4285714285714286,9.000000029999995
2,5,0.466666667,74,7.000000005,"(2.5,7.5]","(0.325,0.51]",0.177777778,15,FALSE,TRUE,TRUE,FALSE,16.000000015,2.0408163265306123,22.300000035999997
3,7,0.333333333,74,6.999999993,"(2.5,7.5]","(0.325,0.51]",0.466666667,5,FALSE,TRUE,FALSE,TRUE,13.999999979000002,2.9154518950437325,29.610000004199996
4,3,0,74,0,"(2.5,7.5]","(-0.1,0.125]",0.333333333,7,TRUE,TRUE,FALSE,TRUE,-3,4.164931278633904,17.72700000294
5,12,0.361111111,74,12.999999996,"(7.5,12.5]","(0.325,0.51]",0,3,FALSE,FALSE,TRUE,TRUE,26.999999988,5.949901826619863,39.408899990057996
6,6,0.055555556,74,1.000000008,"(2.5,7.5]","(-0.1,0.125]",0.361111111,12,TRUE,TRUE,FALSE,FALSE,-2.999999976,8.49985975231409,24.5862300170406
7,11,0.333333333,74,10.999999989,"(7.5,12.5]","(0.325,0.51]",0.055555556,6,FALSE,FALSE,TRUE,TRUE,21.999999967,12.14265678902013,39.21036097892842
8,2,1,74,6,"(-1,2.5]","(0.755,1.1]",0.333333333,11,FALSE,TRUE,FALSE,FALSE,16,17.34665255574304,43.447252685249886
9,20,0.35,74,20.999999999999996,"(17.5,21]","(0.325,0.51]",1,2,FALSE,FALSE,FALSE,TRUE,42.999999999999986,24.780932222490062,73.4130768796749
10,9,0.481481481,74,12.999999987,"(7.5,12.5]","(0.325,0.51]",0.35,20,FALSE,TRUE,FALSE,FALSE,29.999999961,35.40133174641438,81.38915377677243
1,15,0.666666667,75,30.000000015,"(12.5,17.5]","(0.51,0.755]",0.5,10,FALSE,FALSE,FALSE,FALSE,75.00000004500001,1.4285714285714286,75.00000004500001
2,20,0.25,75,15,"(17.5,21]","(0.125,0.325]",0.666666667,15,TRUE,FALSE,FALSE,FALSE,25,2.0408163265306123,77.5000000315
3,5,0.666666667,75,10.000000005,"(2.5,7.5]","(0.51,0.755]",0.25,20,FALSE,TRUE,TRUE,FALSE,25.000000015,2.9154518950437325,79.25000003704999
4,5,0.666666667,75,10.000000005,"(2.5,7.5]","(0.51,0.755]",0.666666667,5,FALSE,TRUE,FALSE,TRUE,25.000000015,4.164931278633904,80.475000040935
5,5,0.333333333,75,4.9999999950000005,"(2.5,7.5]","(0.325,0.51]",0.666666667,5,FALSE,TRUE,FALSE,TRUE,9.999999985000002,5.949901826619863,66.3325000136545
6,10,0.5,75,15,"(7.5,12.5]","(0.325,0.51]",0.333333333,5,FALSE,FALSE,FALSE,TRUE,35,8.49985975231409,81.43275000955816
7,10,0.5,75,15,"(7.5,12.5]","(0.325,0.51]",0.5,10,FALSE,FALSE,FALSE,FALSE,35,12.14265678902013,92.0029250066907
8,10,0.566666667,75,17.00000001,"(7.5,12.5]","(0.51,0.755]",0.5,10,FALSE,FALSE,FALSE,FALSE,41.00000003,17.34665255574304,105.40204753468349
9,18,0.5,75,27,"(17.5,21]","(0.325,0.51]",0.566666667,10,FALSE,FALSE,FALSE,FALSE,63,24.780932222490062,136.78143327427844
10,15,0.444444444,75,19.999999980000002,"(12.5,17.5]","(0.325,0.51]",0.5,18,FALSE,FALSE,FALSE,FALSE,44.99999994000001,35.40133174641438,140.74700323199488
1,15,0.266666667,76,12.000000015000001,"(12.5,17.5]","(0.125,0.325]",0.5,10,TRUE,FALSE,FALSE,FALSE,21.000000045000007,1.4285714285714286,21.000000045000007
2,10,0.5,76,15,"(7.5,12.5]","(0.325,0.51]",0.266666667,15,FALSE,FALSE,TRUE,FALSE,35,2.0408163265306123,49.700000031500004
3,13,0.384615385,76,15.000000014999998,"(12.5,17.5]","(0.325,0.51]",0.5,10,FALSE,FALSE,FALSE,FALSE,32.00000004499999,2.9154518950437325,66.79000006704999
4,8,0.416666667,76,10.000000008,"(7.5,12.5]","(0.325,0.51]",0.384615385,13,FALSE,TRUE,FALSE,FALSE,22.000000024000002,4.164931278633904,68.753000070935
5,12,0.555555556,76,20.000000016,"(7.5,12.5]","(0.51,0.755]",0.416666667,8,FALSE,FALSE,FALSE,TRUE,48.000000048000004,5.949901826619863,96.12710009765449
6,11,0.212121212,76,6.999999996,"(7.5,12.5]","(0.125,0.325]",0.555555556,12,TRUE,FALSE,FALSE,FALSE,9.999999987999999,8.49985975231409,77.28897005635814
7,8,0.375,76,9,"(7.5,12.5]","(0.325,0.51]",0.212121212,11,FALSE,TRUE,TRUE,FALSE,19,12.14265678902013,73.10227903945069
8,5,0.133333333,76,1.999999995,"(2.5,7.5]","(0.125,0.325]",0.375,8,TRUE,TRUE,FALSE,TRUE,0.9999999850000005,17.34665255574304,52.17159531261549
9,13,0.179487179,76,6.999999981,"(12.5,17.5]","(0.125,0.325]",0.133333333,5,TRUE,FALSE,TRUE,TRUE,7.999999942999999,24.780932222490062,44.52011666183083
10,20,0.333333333,76,19.999999980000002,"(17.5,21]","(0.325,0.51]",0.179487179,13,FALSE,FALSE,TRUE,FALSE,39.99999994000001,35.40133174641438,71.16408160328159
1,10,0.5,77,15,"(7.5,12.5]","(0.325,0.51]",0.5,10,FALSE,FALSE,FALSE,FALSE,35,1.4285714285714286,35
2,15,0.555555556,77,25.000000019999998,"(12.5,17.5]","(0.51,0.755]",0.5,10,FALSE,FALSE,FALSE,FALSE,60.00000005999999,2.0408163265306123,84.50000005999999
3,20,0.8,77,48.00000000000001,"(17.5,21]","(0.755,1.1]",0.555555556,15,FALSE,FALSE,FALSE,FALSE,124.00000000000003,2.9154518950437325,183.15000004200002
4,8,0.166666667,77,4.000000008,"(7.5,12.5]","(0.125,0.325]",0.8,20,TRUE,TRUE,FALSE,FALSE,4.000000023999998,4.164931278633904,132.2050000534
5,15,0.133333333,77,5.999999985,"(12.5,17.5]","(0.125,0.325]",0.166666667,8,TRUE,FALSE,TRUE,TRUE,2.999999955,5.949901826619863,95.54349999237999
6,9,0.111111111,77,2.999999997,"(7.5,12.5]","(-0.1,0.125]",0.133333333,15,TRUE,TRUE,TRUE,FALSE,-8.9999989683065e-9,8.49985975231409,66.880449985666
7,13,0.153846154,77,6.0000000060000005,"(12.5,17.5]","(0.125,0.325]",0.111111111,9,TRUE,FALSE,TRUE,TRUE,5.0000000180000015,12.14265678902013,51.816315007966196
8,5,0.066666667,77,1.000000005,"(2.5,7.5]","(-0.1,0.125]",0.153846154,13,TRUE,TRUE,TRUE,FALSE,-1.999999985,17.34665255574304,34.271420520576335
9,9,0,77,0,"(7.5,12.5]","(-0.1,0.125]",0.066666667,5,TRUE,TRUE,TRUE,TRUE,-9,24.780932222490062,14.989994364403431
10,10,0,77,0,"(7.5,12.5]","(-0.1,0.125]",0,9,TRUE,FALSE,TRUE,TRUE,-10,35.40133174641438,0.49299605508240196
1,10,0.5,78,15,"(7.5,12.5]","(0.325,0.51]",0.5,10,FALSE,FALSE,FALSE,FALSE,35,1.4285714285714286,35
2,10,0.4,78,12.000000000000002,"(7.5,12.5]","(0.325,0.51]",0.5,10,FALSE,FALSE,FALSE,FALSE,26.000000000000007,2.0408163265306123,50.5
3,15,0.511111111,78,22.999999994999996,"(12.5,17.5]","(0.51,0.755]",0.4,10,FALSE,FALSE,FALSE,FALSE,53.99999998499999,2.9154518950437325,89.34999998499998
4,15,0.444444444,78,19.999999980000002,"(12.5,17.5]","(0.325,0.51]",0.511111111,15,FALSE,FALSE,FALSE,FALSE,44.99999994000001,4.164931278633904,107.54499992950001
5,18,0.5,78,27,"(17.5,21]","(0.325,0.51]",0.444444444,15,FALSE,FALSE,FALSE,FALSE,63,5.949901826619863,138.28149995065
6,16,0.458333333,78,21.999999984,"(12.5,17.5]","(0.325,0.51]",0.5,18,FALSE,FALSE,FALSE,FALSE,49.999999951999996,8.49985975231409,146.79704991745498
7,18,0.5,78,27,"(17.5,21]","(0.325,0.51]",0.458333333,16,FALSE,FALSE,FALSE,FALSE,63,12.14265678902013,165.7579349422185
8,18,0.5,78,27,"(17.5,21]","(0.325,0.51]",0.5,18,FALSE,FALSE,FALSE,FALSE,63,17.34665255574304,179.03055445955292
9,18,0.481481481,78,25.999999974,"(17.5,21]","(0.325,0.51]",0.5,18,FALSE,FALSE,FALSE,FALSE,59.999999922,24.780932222490062,185.32138804368705
10,18,0.481481481,78,25.999999974,"(17.5,21]","(0.325,0.51]",0.481481481,18,FALSE,FALSE,FALSE,FALSE,59.999999922,35.40133174641438,189.7249715525809
1,5,0.333333333,79,4.9999999950000005,"(2.5,7.5]","(0.325,0.51]",0.5,10,FALSE,TRUE,FALSE,FALSE,9.999999985000002,1.4285714285714286,9.999999985000002
2,7,0.19047619,79,3.999999989999999,"(2.5,7.5]","(0.125,0.325]",0.333333333,5,TRUE,TRUE,FALSE,TRUE,4.9999999699999975,2.0408163265306123,11.999999959499997
3,9,0.148148148,79,3.9999999960000006,"(7.5,12.5]","(0.125,0.325]",0.19047619,7,TRUE,TRUE,TRUE,TRUE,2.9999999880000026,2.9154518950437325,11.399999959649998
4,3,0,79,0,"(2.5,7.5]","(-0.1,0.125]",0.148148148,9,TRUE,TRUE,TRUE,TRUE,-3,4.164931278633904,4.979999971755
5,1,1,79,3,"(-1,2.5]","(0.755,1.1]",0,3,FALSE,TRUE,TRUE,TRUE,8,5.949901826619863,11.4859999802285
6,5,0.333333333,79,4.9999999950000005,"(2.5,7.5]","(0.325,0.51]",1,1,FALSE,TRUE,FALSE,TRUE,9.999999985000002,8.49985975231409,18.040199971159954
7,9,0.037037037,79,0.9999999990000001,"(7.5,12.5]","(-0.1,0.125]",0.333333333,5,TRUE,TRUE,FALSE,TRUE,-6.000000002999999,12.14265678902013,6.628139976811967
8,13,0.102564103,79,4.000000017,"(12.5,17.5]","(-0.1,0.125]",0.037037037,9,TRUE,FALSE,TRUE,TRUE,-0.9999999490000011,17.34665255574304,3.6396980347683754
9,1,0,79,0,"(-1,2.5]","(-0.1,0.125]",0.102564103,13,TRUE,TRUE,TRUE,FALSE,-1,24.780932222490062,1.5477886243378627
10,0,0,79,0,"(-1,2.5]","(-0.1,0.125]",0,1,TRUE,TRUE,TRUE,TRUE,0,35.40133174641438,1.0834520370365037
1,12,0.444444444,80,15.999999984,"(7.5,12.5]","(0.325,0.51]",0.5,10,FALSE,FALSE,FALSE,FALSE,35.999999952,1.4285714285714286,35.999999952
2,14,0.285714286,80,12.000000012000001,"(12.5,17.5]","(0.125,0.325]",0.444444444,12,TRUE,FALSE,FALSE,FALSE,22.000000036000003,2.0408163265306123,47.2000000024
3,8,0.291666667,80,7.000000008,"(7.5,12.5]","(0.125,0.325]",0.285714286,14,TRUE,TRUE,TRUE,FALSE,13.000000023999998,2.9154518950437325,46.04000002568
4,9,0.259259259,80,6.999999993,"(7.5,12.5]","(0.125,0.325]",0.291666667,8,TRUE,TRUE,TRUE,TRUE,11.999999979000002,4.164931278633904,44.227999996976
5,5,0,80,0,"(2.5,7.5]","(-0.1,0.125]",0.259259259,9,TRUE,TRUE,TRUE,TRUE,-5,5.949901826619863,25.9595999978832
6,0,0,80,0,"(-1,2.5]","(-0.1,0.125]",0,5,TRUE,TRUE,TRUE,TRUE,0,8.49985975231409,18.17171999851824
7,10,0.266666667,80,8.00000001,"(7.5,12.5]","(0.125,0.325]",0,0,TRUE,FALSE,TRUE,TRUE,14.000000030000002,12.14265678902013,26.720204028962765
8,2,0,80,0,"(-1,2.5]","(-0.1,0.125]",0.266666667,10,TRUE,TRUE,TRUE,FALSE,-2,17.34665255574304,16.704142820273933
9,7,0.047619048,80,1.000000008,"(2.5,7.5]","(-0.1,0.125]",0,2,TRUE,TRUE,TRUE,TRUE,-3.999999976,24.780932222490062,7.692899998191755
10,5,0,80,0,"(2.5,7.5]","(-0.1,0.125]",0.047619048,7,TRUE,TRUE,TRUE,TRUE,-5,35.40133174641438,0.38502999873422816
1,15,0.666666667,81,30.000000015,"(12.5,17.5]","(0.51,0.755]",0.5,10,FALSE,FALSE,FALSE,FALSE,75.00000004500001,1.4285714285714286,75.00000004500001
2,20,0.666666667,81,40.00000002,"(17.5,21]","(0.51,0.755]",0.666666667,15,FALSE,FALSE,FALSE,FALSE,100.00000006,2.0408163265306123,152.5000000915
3,20,0.5,81,30,"(17.5,21]","(0.325,0.51]",0.666666667,20,FALSE,FALSE,FALSE,FALSE,70,2.9154518950437325,176.75000006404997
4,20,0.5,81,30,"(17.5,21]","(0.325,0.51]",0.5,20,FALSE,FALSE,FALSE,FALSE,70,4.164931278633904,193.725000044835
5,20,0.5,81,30,"(17.5,21]","(0.325,0.51]",0.5,20,FALSE,FALSE,FALSE,FALSE,70,5.949901826619863,205.60750003138446
6,20,0.5,81,30,"(17.5,21]","(0.325,0.51]",0.5,20,FALSE,FALSE,FALSE,FALSE,70,8.49985975231409,213.92525002196916
7,20,0.5,81,30,"(17.5,21]","(0.325,0.51]",0.5,20,FALSE,FALSE,FALSE,FALSE,70,12.14265678902013,219.7476750153784
8,20,0.5,81,30,"(17.5,21]","(0.325,0.51]",0.5,20,FALSE,FALSE,FALSE,FALSE,70,17.34665255574304,223.82337251076487
9,20,0.5,81,30,"(17.5,21]","(0.325,0.51]",0.5,20,FALSE,FALSE,FALSE,FALSE,70,24.780932222490062,226.67636075753538
10,20,0.5,81,30,"(17.5,21]","(0.325,0.51]",0.5,20,FALSE,FALSE,FALSE,FALSE,70,35.40133174641438,228.67345253027474
1,6,0.222222222,82,3.999999996,"(2.5,7.5]","(0.125,0.325]",0.5,10,TRUE,TRUE,FALSE,FALSE,5.999999988000001,1.4285714285714286,5.999999988
2,20,0.183333333,82,10.999999979999998,"(17.5,21]","(0.125,0.325]",0.222222222,6,TRUE,FALSE,TRUE,TRUE,12.999999939999995,2.0408163265306123,17.199999931599994
3,1,0.333333333,82,0.999999999,"(-1,2.5]","(0.325,0.51]",0.183333333,20,FALSE,TRUE,TRUE,FALSE,1.9999999970000002,2.9154518950437325,14.039999949119995
4,4,0.166666667,82,2.000000004,"(2.5,7.5]","(0.125,0.325]",0.333333333,1,TRUE,TRUE,FALSE,TRUE,2.000000011999999,4.164931278633904,11.827999976383996
5,5,0.333333333,82,4.9999999950000005,"(2.5,7.5]","(0.325,0.51]",0.166666667,4,FALSE,TRUE,TRUE,TRUE,9.999999985000002,5.949901826619863,18.279599968468798
6,6,0.555555556,82,10.000000008,"(2.5,7.5]","(0.51,0.755]",0.333333333,5,FALSE,TRUE,FALSE,TRUE,24.000000024000002,8.49985975231409,36.79572000192817
7,8,0,82,0,"(7.5,12.5]","(-0.1,0.125]",0.555555556,6,TRUE,TRUE,FALSE,TRUE,-8,12.14265678902013,17.757004001349713
8,0,0,82,0,"(-1,2.5]","(-0.1,0.125]",0,8,TRUE,TRUE,TRUE,TRUE,0,17.34665255574304,12.429902800944797
9,0,0,82,0,"(-1,2.5]","(-0.1,0.125]",0,0,TRUE,TRUE,TRUE,TRUE,0,24.780932222490062,8.700931960661357
10,0,0,82,0,"(-1,2.5]","(-0.1,0.125]",0,0,TRUE,TRUE,TRUE,TRUE,0,35.40133174641438,6.09065237246295
1,8,0.416666667,83,10.000000008,"(7.5,12.5]","(0.325,0.51]",0.5,10,FALSE,TRUE,FALSE,FALSE,22.000000024000002,1.4285714285714286,22.000000024000002
2,10,0.433333333,83,12.99999999,"(7.5,12.5]","(0.325,0.51]",0.416666667,8,FALSE,FALSE,FALSE,TRUE,28.999999969999998,2.0408163265306123,44.3999999868
3,11,0.454545455,83,15.000000015000001,"(7.5,12.5]","(0.325,0.51]",0.433333333,10,FALSE,FALSE,FALSE,FALSE,34.00000004500001,2.9154518950437325,65.08000003576
4,10,0.333333333,83,9.999999990000001,"(7.5,12.5]","(0.325,0.51]",0.454545455,11,FALSE,FALSE,FALSE,FALSE,19.999999970000005,4.164931278633904,65.55599999503201
5,20,0.5,83,30,"(17.5,21]","(0.325,0.51]",0.333333333,10,FALSE,FALSE,FALSE,FALSE,70,5.949901826619863,115.8891999965224
6,20,0.483333333,83,28.99999998,"(17.5,21]","(0.325,0.51]",0.5,20,FALSE,FALSE,FALSE,FALSE,66.99999994,8.49985975231409,148.12243993756567
7,10,0.5,83,15,"(7.5,12.5]","(0.325,0.51]",0.483333333,20,FALSE,FALSE,FALSE,FALSE,35,12.14265678902013,138.68570795629597
8,14,0.357142857,83,14.999999994,"(12.5,17.5]","(0.325,0.51]",0.5,10,FALSE,FALSE,FALSE,FALSE,30.999999982,17.34665255574304,128.07999555140717
9,7,0.476190476,83,9.999999996,"(2.5,7.5]","(0.325,0.51]",0.357142857,14,FALSE,TRUE,FALSE,FALSE,22.999999988,24.780932222490062,112.65599687398502
10,7,0.333333333,83,6.999999993,"(2.5,7.5]","(0.325,0.51]",0.476190476,7,FALSE,TRUE,FALSE,TRUE,13.999999979000002,35.40133174641438,92.8591977907895
1,15,0,84,0,"(12.5,17.5]","(-0.1,0.125]",0.5,10,TRUE,FALSE,FALSE,FALSE,-15,1.4285714285714286,-15
2,8,0.083333333,84,1.9999999919999998,"(7.5,12.5]","(-0.1,0.125]",0,15,TRUE,TRUE,TRUE,FALSE,-2.000000024,2.0408163265306123,-12.500000024
3,4,0.083333333,84,0.9999999959999999,"(2.5,7.5]","(-0.1,0.125]",0.083333333,8,TRUE,TRUE,TRUE,TRUE,-1.000000012,2.9154518950437325,-9.750000028799999
4,5,0,84,0,"(2.5,7.5]","(-0.1,0.125]",0.083333333,4,TRUE,TRUE,TRUE,TRUE,-5,4.164931278633904,-11.82500002016
5,10,0.166666667,84,5.00000001,"(7.5,12.5]","(0.125,0.325]",0,5,TRUE,FALSE,TRUE,TRUE,5.000000029999999,5.949901826619863,-3.2774999841119996
6,3,0.111111111,84,0.999999999,"(2.5,7.5]","(-0.1,0.125]",0.166666667,10,TRUE,TRUE,TRUE,FALSE,-2.999999804131903e-9,8.49985975231409,-2.2942499918783996
7,2,0,84,0,"(-1,2.5]","(-0.1,0.125]",0.111111111,3,TRUE,TRUE,TRUE,TRUE,-2,12.14265678902013,-3.60597499431488
8,1,0.333333333,84,0.999999999,"(-1,2.5]","(0.325,0.51]",0,2,FALSE,TRUE,TRUE,TRUE,1.9999999970000002,17.34665255574304,-0.5241824990204155
9,4,0.166666667,84,2.000000004,"(2.5,7.5]","(0.125,0.325]",0.333333333,1,TRUE,TRUE,FALSE,TRUE,2.000000011999999,24.780932222490062,1.6330722626857084
10,5,0.066666667,84,1.000000005,"(2.5,7.5]","(-0.1,0.125]",0.166666667,4,TRUE,TRUE,TRUE,TRUE,-1.999999985,35.40133174641438,-0.8568494011200041
1,10,1,85,30,"(7.5,12.5]","(0.755,1.1]",0.5,10,FALSE,FALSE,FALSE,FALSE,80,1.4285714285714286,80
2,5,0,85,0,"(2.5,7.5]","(-0.1,0.125]",1,10,TRUE,TRUE,FALSE,FALSE,-5,2.0408163265306123,51
3,15,0.511111111,85,22.999999994999996,"(12.5,17.5]","(0.51,0.755]",0,5,FALSE,FALSE,TRUE,TRUE,53.99999998499999,2.9154518950437325,89.69999998499998
4,8,0,85,0,"(7.5,12.5]","(-0.1,0.125]",0.511111111,15,TRUE,TRUE,FALSE,FALSE,-8,4.164931278633904,54.78999998949999
5,1,1,85,3,"(-1,2.5]","(0.755,1.1]",0,8,FALSE,TRUE,TRUE,TRUE,8,5.949901826619863,46.352999992649984
6,5,0,85,0,"(2.5,7.5]","(-0.1,0.125]",1,1,TRUE,TRUE,FALSE,TRUE,-5,8.49985975231409,27.44709999485499
7,15,0.444444444,85,19.999999980000002,"(12.5,17.5]","(0.325,0.51]",0,5,FALSE,FALSE,TRUE,TRUE,44.99999994000001,12.14265678902013,64.2129699363985
8,19,0.49122807,85,27.99999999,"(17.5,21]","(0.325,0.51]",0.444444444,15,FALSE,FALSE,FALSE,FALSE,64.99999997,17.34665255574304,109.94907892547896
9,10,0,85,0,"(7.5,12.5]","(-0.1,0.125]",0.49122807,19,TRUE,FALSE,FALSE,FALSE,-10,24.780932222490062,66.96435524783526
10,14,0.428571429,85,18.000000018,"(12.5,17.5]","(0.325,0.51]",0,10,FALSE,FALSE,TRUE,FALSE,40.000000054000004,35.40133174641438,86.87504872748468
1,10,0.166666667,86,5.00000001,"(7.5,12.5]","(0.125,0.325]",0.5,10,TRUE,FALSE,FALSE,FALSE,5.000000029999999,1.4285714285714286,5.000000029999999
2,15,0.222222222,86,9.999999990000001,"(12.5,17.5]","(0.125,0.325]",0.166666667,10,TRUE,FALSE,TRUE,FALSE,14.999999970000005,2.0408163265306123,18.499999991000003
3,5,0.2,86,3.0000000000000004,"(2.5,7.5]","(0.125,0.325]",0.222222222,15,TRUE,TRUE,TRUE,FALSE,4.000000000000002,2.9154518950437325,16.9499999937
4,10,0.5,86,15,"(7.5,12.5]","(0.325,0.51]",0.2,5,FALSE,FALSE,TRUE,TRUE,35,4.164931278633904,46.864999995590004
5,15,0.222222222,86,9.999999990000001,"(12.5,17.5]","(0.125,0.325]",0.5,10,TRUE,FALSE,FALSE,FALSE,14.999999970000005,5.949901826619863,47.805499966913
6,5,0.2,86,3.0000000000000004,"(2.5,7.5]","(0.125,0.325]",0.222222222,15,TRUE,TRUE,TRUE,FALSE,4.000000000000002,8.49985975231409,37.4638499768391
7,20,0.166666667,86,10.00000002,"(17.5,21]","(0.125,0.325]",0.2,5,TRUE,FALSE,TRUE,TRUE,10.000000059999998,12.14265678902013,36.22469504378737
8,5,0.066666667,86,1.000000005,"(2.5,7.5]","(-0.1,0.125]",0.166666667,20,TRUE,TRUE,TRUE,FALSE,-1.999999985,17.34665255574304,23.357286545651156
